Wavelength (nm),Exp.
589.4,0.048974558871204284
589.2,0.049173124720193896
589.0,0.049302028497769275
588.8,0.04947280670608395
588.6,0.04965419824937864
588.4,0.04981552094107476
588.2,0.05019470645445142
588.0,0.050826489340352284
587.8,0.051785355913364306
587.6,0.05056675208793244
587.4,0.050460039828951635
587.2,0.05076821248282569
587.0,0.051361208453617795
586.8,0.05183031785973416
586.6,0.0523781589144295
586.4,0.052598337372832954
586.2,0.05253118390786853
586.0,0.051964624789662996
585.8,0.05160454327925035
585.6,0.05190383932568658
585.4,0.05197330842737391
585.2,0.05195285363632153
585.0,0.05188512126217639
584.8,0.0516473825586242
584.6,0.051397100822822915
584.4,0.05127881038022755
584.2,0.05194687157478735
584.0,0.051894190839341124
583.8,0.05149686617163499
583.6,0.05079271963814317
583.4,0.050660149435756516
583.2,0.05017907590657178
583.0,0.0498454312487457
582.8,0.04980992481899439
582.6,0.050095134075366254
582.4,0.050366256541673746
582.2,0.050160936752242306
582.0,0.05017039226886086
581.8,0.05006966207141423
581.6,0.05016556802568813
581.4,0.05018119857356777
581.2,0.04981860845670531
581.0,0.05011925529122991
580.8,0.05115029254210599
580.6,0.050353906479151556
580.4,0.05065474628340306
580.2,0.05103547555459499
580.0,0.05094941105639347
579.8,0.05108275313768776
579.6,0.05341228368093614
579.4,0.053471332417370364
579.2,0.053932337094956546
579.0,0.05413649906602652
578.8,0.054133218580669065
578.6,0.05435339703907251
578.4,0.05484701360050635
578.2,0.05515827377001096
578.0,0.05546972690924248
577.8,0.05604091730089383
577.6,0.05595273013569631
577.4,0.05472293406610371
577.2,0.05604805718078948
577.0,0.05643959275668833
576.8,0.05662928199824011
576.6,0.05701792302823533
576.4,0.05732995507664758
